Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
2017/6/28,20.5,20.5,20.299999,20.35,17.126213,9832000,4670359.454,-24794000,0.056238127,-621600,1.82E-10,204206.6847,990.3511865,0.25789322,20.71954162,20.1622762,20.44090891,0,0,20.4283333,20.6633329,20.1933337,0,0,20.6,20.15,0,0,-0.019929707,-0.015234255,-0.004695452,20.40106221,20.42099191,0,0,0,1,1,0,-0.040839848,10.68392698,-33.93049705,-0.783120478,39.05524788,42.61571465,-3.560466769,20.3500005,20.3500005,19.68218752,19.74860578,16,32,-16,43.45566693,43.65107836,69.59193403,52.1456598,49.99992857,52.38087755,-50.00007143,-0.075000055,-0.731707317,-0.734397426,-0.973231191
2017/6/29,20.549999,20.549999,20.450001,20.5,17.252451,10256000,-4915926.26,-14538000,0.052672574,0,2.55E-10,3655.588182,990.3511865,0.253757919,20.71368065,20.17798569,20.44583317,0,0,20.43000003,20.64499933,20.21500073,0,0,20.6,20.15,0,0,-0.01204628,-0.014549612,0.002503331,20.41865302,20.4306993,0,0,0,1,1,0,-0.038645128,11.61398963,48.67727354,0.104165833,38.55007229,41.95024434,-3.400172048,20.3500005,20.3500005,19.68218752,19.74860578,16,32,-16,53.98983043,47.86495555,66.55827571,54.90073783,71.42846939,64.28562245,-28.57153061,-0.086250158,0.737100737,0.734397426,-0.243304148
2017/6/30,20.5,20.6,20.450001,20.5,17.252451,10741000,-3580428.81,0,0.028637416,136350,2.62E-10,75597.0516,990.3511865,0.246346568,20.70819848,20.19180121,20.44999985,0,0,20.43166673,20.65166613,20.21166733,0,0,20.6,20.15,0,0,-0.006039919,-0.012748665,0.006708746,20.43277795,20.43881787,0,0,0,1,1,0,-0.034773845,12.50611851,59.27698024,0.099999154,38.20642001,41.15238501,-2.945965008,20.3500005,20.3500005,19.68218752,19.74860578,16,32,-16,53.98983043,47.86495555,64.06600669,53.60223186,71.42846939,64.28562245,-28.57153061,-0.028461638,0,0,-0.243304148
2017/7/3,20.6,20.6,20.450001,20.6,17.336609,7397000,3816571.19,-7141000,0.068576766,-285900,2.42E-10,36082.92683,995.1821679,0.239464598,20.72141881,20.20000948,20.46071414,0,0,20.43000007,20.64499947,20.21500067,0,0,20.6,20.15,0,0,0.004329986,-0.009175799,0.013505784,20.46125052,20.45692054,0,0,0,1.060613177,1,0.060613177,-0.028671531,13.37654476,82.35305536,0.039285857,37.94512932,40.38201552,-2.436886198,20.3500005,20.3500005,19.68218752,19.74860578,16,32,-16,60.51829978,50.53915255,62.14268147,60.86952792,85.71416327,76.19036735,-14.28583673,0.030357207,0.487804878,0.486618965,0.24331388
2017/7/4,20.549999,20.549999,20.299999,20.35,17.126213,10784000,926686.272,-17925000,0.030766725,-6450,5.93E-11,-94790.85958,995.1821679,0.243788627,20.710978,20.1956884,20.4533332,0,0,20.4183333,20.6433328,20.1933338,0,0,20.6,20.15,0,0,-0.002740198,-0.007841741,0.005101542,20.44261416,20.44535435,0,0,0,0.968252955,0.952380227,0.015872729,-0.025441151,14.3140548,-38.67446201,0.1466668,36.91180517,39.53451365,-2.622708478,20.3500005,20.3500005,19.68218752,19.74860578,16,32,-16,42.94199232,44.00999289,58.80580555,54.65671432,49.99992857,69.04752041,-50.00007143,0.0316666,-1.213592233,-1.221016391,-0.973231191
2017/7/5,20.35,20.450001,20.200001,20.450001,17.210371,8222000,1751686.272,-9703000,0.070830654,-123749.175,-2.68E-10,-90470.43398,1000.072547,0.244232297,20.70203904,20.20421084,20.45312494,0,0,20.40500007,20.64499977,20.16500037,0,0,20.6,20.15,0,0,-0.002005542,-0.006640694,0.004635153,20.44383489,20.44584043,0,20,20,0.919354657,0.999999032,0.080644376,-0.0225277,15.29739144,-60.75865278,0.046875062,35.29282815,38.61478744,-3.321959287,20.32500025,20.3500005,19.68218752,19.74860578,16,32,-16,49.686328,46.95994959,56.16054988,57.80199969,64.28576531,66.66661905,-35.71423469,0.024062669,0.491405405,0.49020195,-0.486608296
2017/7/6,20.450001,20.450001,20.25,20.450001,17.210371,5210000,13432000,0,0.094547192,-557405.574,-2.58E-10,40403.35243,1000.072547,0.241072918,20.69395598,20.21192637,20.45294118,0,0,20.3950001,20.6199998,20.1700004,0,0,20.6,20.15,0,0,-0.001420375,-0.005572579,0.004152204,20.44484239,20.44626277,0,20,20,0.890623926,0.98437373,0.093749805,-0.019915214,16.27297146,-44.69433118,0.047058824,34.02797372,37.81190176,-3.783928041,20.35000025,20.3500005,19.68218752,19.74860578,16,32,-16,49.686328,48.86227333,53.902738,60.4495693,64.28576531,59.52381973,-35.71423469,-0.000882112,0,0,-0.486608296
2017/7/7,20.299999,20.450001,20.25,20.299999,17.084133,3604000,3407954.95,-13307000,0.084231514,692709.236,-3.39E-10,-26435.559,992.736954,0.23813921,20.68912634,20.19976244,20.44444439,0,0,20.4100001,20.6149999,20.2050003,0,0,20.6,20.15,0,0,-0.0104124,-0.0065583,-0.0038541,20.42139976,20.43181216,0,20,20,0.890623994,1.015624072,0.125000078,-0.019482105,17.24453464,-78.19735719,-0.044444389,33.11372677,37.04481447,-3.931087703,20.3750005,20.3500005,19.68218752,19.74860578,16,32,-16,40.19754305,44.5072131,51.09705254,59.31003381,42.85693878,57.14282313,-57.14306122,-0.031388672,-0.733506077,-0.73620946,-1.216545071
2017/7/10,20.35,20.700001,20.35,20.65,17.378685,16236000,9795018.284,2929000,0.129907402,2205188.974,-3.86E-11,253496.2891,992.736954,0.249700838,20.71107275,20.19945346,20.45526311,0,0,20.44500017,20.66500017,20.22500017,0,0,20.65,20.15,0,0,0.005255939,-0.004160902,0.009416841,20.45810457,20.45284863,0,20,20,0.913042344,0.913042344,0,-0.016026371,18.32571627,99.49461757,-0.305263105,33.13429204,36.24861059,-3.114318552,20.40000075,20.3500005,19.68218752,19.74860578,76,32,44,60.50439539,52.99616515,49.30418173,63.62048283,92.8570102,66.66657143,-7.142989796,-0.036578753,1.724142942,1.709448262,0.486622895
2017/7/11,20.700001,21.299999,20.65,21.299999,17.925716,27330000,38927063.33,30259000,0.224538386,23726000,7.39E-10,1140196.868,992.736954,0.278293564,20.949949,20.0450508,20.4974999,1,0,20.50833343,20.75833333,20.25833353,0,0,21.299999,20.15,1,0,0.059638608,0.008747827,0.05089078,20.59237996,20.53274135,0,20,20,0.999999,0.762499369,0.237499631,-0.00322682,19.66147808,378.1549979,-0.2474999,35.32583547,35.83423144,-0.508395968,20.69999975,20.6499995,19.68218752,19.74860578,80,32,48,77.13894757,60.35366181,48.91295448,73.32892333,100,78.57131633,0,0.046250325,3.147694915,3.099170636,3.649635214
2017/7/12,21.5,21.75,21.15,21.15,17.799479,22721000,4609000,7538000,0.095116852,3242500,1.60E-09,700259.0373,985.745895,0.301272595,21.06599171,19.98900819,20.52749995,1,0,20.60500013,20.89499993,20.31500033,0,0,21.299999,20.15,0,0,0.091017518,0.025354939,0.065662579,20.68081657,20.58979905,0,20,20,1.141175731,0.705881952,0.43529378,0.012825796,21.06926528,362.3186652,-0.02749995,36.44743848,35.60060546,0.846833019,20.92500025,20.875,19.68218752,19.74860578,80,32,48,69.360416,58.79114034,47.87096108,59.86499952,65.71428571,86.19043197,-34.28571429,0.224047748,-0.70422069,-0.706712027,2.919713037
2017/7/13,21.299999,21.4,21.049999,21.200001,17.841558,14648000,-24813439.9,22186000,0.061587235,1268174.636,1.54E-09,-125376.4489,988.0763101,0.304753195,21.1769535,19.9430466,20.56000005,1,0,20.6766668,20.9916669,20.3616667,0,0,21.299999,20.15,0,0,0.117580779,0.04393722,0.073643559,20.76276813,20.64518735,0,20,20,1.202379904,0.714285136,0.488094768,0.030551611,22.35600057,219.2837643,-0.21000005,37.4895097,35.52094876,1.96856094,20.92500025,20.875,19.68218752,19.74860578,80,32,48,70.50439855,72.12462068,47.07616922,61.42859638,66.66672727,77.46033766,-33.33327273,0.366363591,0.236411348,0.236132336,3.163026918
2017/7/14,21.25,21.299999,21.200001,21.299999,17.925716,4483000,2390560.104,26669000,0.07861493,-2735681.762,1.58E-09,55775.33668,992.736954,0.290127824,21.29887103,19.90112897,20.6,1,0,20.75166673,21.06166673,20.44166673,0,0,21.299999,20.15,1,0,0.143581567,0.063984427,0.07959714,20.84723036,20.70364879,0,20,20,1.219511654,0.707316413,0.512195241,0.049418936,23.43234772,176.4705713,-0.1,39.60976359,35.70590812,3.903855466,20.92500025,20.875,19.68218752,19.74860578,80,32,48,72.84410407,70.17888787,46.55807276,60.28127803,70.96765869,67.78289056,-29.03234131,0.515434639,0.471688657,0.470579692,3.649635214
2017/7/17,21.5,21.6,21.299999,21.299999,17.925716,7053000,-2570000,0,0.036261057,-759484.81,1.94E-09,21145.80249,992.736954,0.290833051,21.40078088,19.86921902,20.63499995,0,0,20.83666663,21.16166683,20.51166643,0,0,21.299999,20.15,1,0,0.162081079,0.083696847,0.078384232,20.91817443,20.75609335,0,20,20,1.209875452,0.703703109,0.506172343,0.067920967,24.48328352,162.2574411,-0.13499995,41.03385644,36.16391382,4.869942624,20.92500025,20.875,19.68218752,19.74860578,80,32,48,72.84410407,65.34978587,46.11319288,52.6366644,70.96765869,69.53401488,-29.03234131,0.663749679,0,0,3.649635214
2017/7/18,21.200001,21.200001,20.75,20.9,17.589085,13981000,-11713354.05,12688000,0.028926542,-3799190.502,8.82E-10,-262553.3466,992.736954,0.309344904,21.42680537,19.88319453,20.65499995,0,0,20.89166673,21.23666703,20.54666643,0,0,21.299999,20.15,0,0,0.146759005,0.096357108,0.050401897,20.91533476,20.76857576,0,20,20,1.079544545,0.772726818,0.306817727,0.080857882,25.59401444,58.94114753,-0.05499995,41.13487029,36.81302961,4.321840682,20.9375,20.875,19.68218752,19.74860578,80,32,48,51.21058797,63.27782015,44.10505996,50.2641333,45.16125494,62.36552411,-54.83874506,0.64899986,-1.877929666,-1.89578668,1.703167966
2017/7/19,20.700001,20.9,20.700001,20.799999,17.504925,12910000,-4660547.697,-222000,0.029050108,-2928500,6.18E-10,-324324.2992,987.9869689,0.301534483,21.44078171,19.89921809,20.6699999,0,0,20.93499997,21.27500017,20.59499977,0,0,21.299999,20.15,0,0,0.126089924,0.102321698,0.023768226,20.89735723,20.77126731,0,20,20,1.056817273,0.874999773,0.1818175,0.088383371,25.60878107,25.66634534,-0.3199999,41.71045032,37.66663812,4.043812202,20.9375,20.875,19.68218752,19.74860578,76,28,48,47.16959413,54.97247543,41.99311838,46.68963959,38.70957336,51.612829,-61.29042664,0.512115327,-0.478473684,-0.479622034,1.216545071
2017/7/20,20.75,20.85,20.6,20.65,17.378685,7616000,-4569793.651,-7838000,0.064661817,1591250,4.18E-10,-116693.666,980.8621101,0.297853448,21.44288373,19.92211607,20.6824999,0,0,20.96666657,21.31166667,20.62166647,0,0,21.299999,20.15,0,0,0.097880169,0.101431239,-0.00355107,20.85887927,20.7609991,0,20,20,1.033332215,0.900000022,0.133332193,0.090331919,25.58780689,3.848729792,-0.2324989,41.38952528,38.58617129,2.803353989,20.9625,20.875,20.3999995,20.3999995,72,24,48,41.5016482,52.20642613,39.61177291,35.67818031,29.03221228,37.63434686,-70.96778772,0.408518563,-0.721149073,-0.723761922,0.486622895
2017/7/21,20.700001,20.799999,20.65,20.799999,17.504925,5397000,827400,-2441000,0.124056494,0,4.18E-10,-15719.58494,987.9869689,0.287292416,21.43398992,19.99600978,20.71499985,0,0,21.00833317,21.34833307,20.66833327,0,0,21.299999,20.25,0,0,0.085468965,0.098232597,-0.012763632,20.84973571,20.76426675,20,20,20,1.044443323,0.911111353,0.13333197,0.089932084,25.67179022,8.660174447,-0.26499885,42.44381118,39.6205623,2.823248874,21.025,20.875,20.425,20.425,68,20,48,48.62469617,51.58804876,37.78246733,43.47098544,38.70957336,35.48378633,-61.29042664,0.300178536,0.726387409,0.723761922,1.216545071
2017/7/24,20.799999,20.85,20.700001,20.799999,17.504925,7557000,7915865.652,0,0.104560243,-8849.941,6.54E-10,39203.12847,987.9869689,0.277485744,21.42789203,20.05710757,20.7424998,0,0,21.0299998,21.3499995,20.7100001,0,0,21.299999,20.299999,0,0,0.074791391,0.09353709,-0.018745699,20.84202321,20.76723181,20,20,20,1.10344807,0.8965517,0.206896369,0.087838093,25.66949459,10.31412177,-0.4425008,42.0364434,40.36618541,1.670257992,21.025,20.875,20.425,20.425,64,16,48,48.62469617,55.53808769,36.18810891,44.38383266,38.70957336,35.48378633,-61.29042664,0.160344976,0,0,1.216545071
2017/7/25,20.85,20.9,20.75,20.75,17.462845,7592000,-5073134.348,-10033000,0.031360339,-109747.805,9.42E-10,-18249.63588,987.9869689,0.268379619,21.43082242,20.07917718,20.7549998,0,0,21.00166653,21.27166633,20.73166673,0,0,21.299999,20.299999,0,0,0.061956329,0.087213109,-0.02525678,20.82777087,20.76581454,20,20,20,1.141175563,0.858823967,0.282351596,0.084053091,25.65553124,10.50788916,-0.1049998,39.40289118,40.69456904,-1.291677858,20.9875,20.875,20.45,20.45,60,12,48,46.13186961,49.87544362,34.61818057,38.83478994,33.33333333,36.91749335,-66.66666667,0.124166717,-0.240379819,-0.240669195,0.973240923
2017/7/26,20.75,20.799999,20.65,20.65,17.378685,14423000,-22015000,-24456000,-0.012877857,-1029893.134,7.99E-10,-87758.06961,987.9869689,0.259923861,21.42082877,20.11917083,20.7699998,0,0,20.9366665,21.1616662,20.7116668,0,0,21.299999,20.299999,0,0,0.04390021,0.078541942,-0.034641732,20.8002665,20.75636629,20,20,20,1.107142219,0.88095301,0.226189209,0.078169171,25.6746816,-17.40919961,0.5299992,36.95625682,40.63531872,-3.679061902,20.9875,20.875,20.45,20.45,56,8,48,41.25141176,45.16644368,32.90269006,39.17754022,26.66666667,32.90319112,-73.33333333,0.106612771,-0.481927711,-0.483092727,0.486622895
2017/7/27,19.65,20.1,19.6,20.1,17.776728,20431000,6008000,-44887000,0.077173787,-8345350,-7.31E-10,-613675.504,987.9869689,0.316357871,21.45785007,20.04214953,20.7499998,0,0,20.80833317,21.04833277,20.56833357,0,0,21.299999,20.1,0,1,-0.011201351,0.060579051,-0.071780402,20.69201701,20.70321836,20,20,20,0.990098408,0.93069341,0.059404998,0.065587365,25.69369153,-181.3259717,0.4000002,31.77642465,39.76494773,-7.988523084,20.6375,20.675,20.45,20.45,52,100,-48,24.68101006,40.85181553,29.65321594,44.34223807,23.25581395,27.75193798,-76.74418605,-0.043437631,-2.663438257,-2.699550434,-2.189776262
2017/7/28,20.1,20.15,20,20,17.688286,6648000,13783000,-51535000,0.064902729,5053750,-6.37E-10,-577241.6971,983.0716109,0.304475165,21.50197054,19.94802906,20.7249998,0,0,20.68666653,20.93166633,20.44166673,0,0,21.299999,20,0,1,-0.061545275,0.036138695,-0.09768397,20.58512155,20.64666682,20,20,20,1.062499661,0.979167266,0.083332396,0.048068235,25.48510115,-139.0476844,0.4750012,25.91481795,38.08505456,-12.17023662,20.53750025,20.675,20.4750005,20.4750005,48,100,-52,22.76276352,33.20625457,26.52024563,40.65996269,18.60465116,22.84237726,-81.39534884,-0.156818212,-0.497512438,-0.498754151,-2.676394291
2017/7/31,20,20.049999,19.85,20.049999,17.732506,10016000,3368000,-41519000,0.075697925,520760.415,-1.58E-09,-8035.127666,983.0716109,0.297012582,21.53004472,19.86495478,20.69749975,0,0,20.54499987,20.77999947,20.31000027,0,0,21.299999,20,0,0,-0.096473406,0.00960282,-0.106076226,20.50251297,20.59898637,20,20,20,0.965516734,1.137931685,0.17241495,0.028479589,25.34143045,-134.3781296,0.60249925,19.4916643,35.6802539,-16.1885896,20.4625,20.675,20.3500005,20.3500005,44,96,-52,26.07734191,24.602567,23.86075922,43.92398027,20.93018605,20.93021705,-79.06981395,-0.302500215,0.249995,0.249683032,-2.433090143
2017/8/1,20.1,20.200001,20.049999,20.200001,17.86517,7188000,17204000,-34331000,0.138092214,108000.54,-2.22E-09,78815.77999,990.4263597,0.286511826,21.5382794,19.8417202,20.6899998,0,0,20.46499987,20.66999957,20.26000017,0,0,21.299999,20,0,0,-0.111450169,-0.014617603,-0.096832566,20.45583783,20.567288,20,20,20,0.884614497,1.230769724,0.346155227,0.009798419,25.09628023,-96.23556389,0.6099992,14.03889128,32.60563623,-18.56674494,20.4625,20.675,20.3500005,20.3500005,40,92,-52,35.63851657,33.46382896,21.78136984,46.50505376,30.00005,23.17829574,-69.99995,-0.434411994,0.748139688,0.745355003,-1.703153368
2017/8/2,20.200001,20.450001,20.200001,20.4,18.042051,8863000,12505729.1,-25468000,0.124726004,-403551.153,-1.43E-09,141528.3129,990.4263597,0.283903839,21.53904599,19.83595351,20.68749975,0,0,20.41999993,20.62999973,20.21000013,0,0,21.299999,20,0,0,-0.10684208,-0.033068486,-0.073773594,20.44722634,20.55406842,20,20,20,0.947368352,1.078947735,0.131579384,-0.005541054,24.97102185,-59.49126939,0.21250025,9.857249722,29.10205005,-19.24480033,20.4625,20.675,20.3500005,20.3500005,36,88,-52,46.31986245,29.92017725,20.30278393,48.85334153,40,30.31007868,-60,-0.510735268,0.99009401,0.985224694,-0.729922177
2017/8/3,20.200001,20.299999,20.200001,20.25,17.909388,5936000,5317729.096,-31404000,0.101129511,-62598.748,-1.56E-09,44104.97332,983.143813,0.277910636,21.54533095,19.80966845,20.6774997,0,0,20.37499993,20.56999953,20.18000033,0,0,21.299999,20,0,0,-0.113337457,-0.049126449,-0.064211008,20.41682094,20.5301584,20,20,20,0.884614497,1.064102886,0.179488389,-0.019432735,24.89252338,-74.8148266,0.1224993,5.573971722,25.00540123,-19.4314295,20.4625,20.675,20.3500005,20.3500005,32,84,-52,40.50288672,25.76524696,18.60208399,48.64516855,32.5,34.16668333,-67.5,-0.423382326,-0.735294118,-0.73801073,-1.459849219
2017/8/4,20.25,20.450001,20.25,20.4,18.042051,5484000,2741958.87,-25920000,0.120350838,0,-1.91E-09,-3024.836601,990.4263597,0.272345662,21.54228821,19.82271129,20.68249975,0,0,20.3366667,20.5366665,20.1366669,0,0,21.299999,20,0,0,-0.105741449,-0.060451801,-0.045289648,20.41422856,20.51997001,20,20,20,0.868420388,1.105263269,0.236842881,-0.030273637,24.87790145,-54.66185148,-0.03249975,1.280771956,20.47699329,-19.19622133,20.4625,20.675,20.3500005,20.3500005,28,80,-52,48.0330611,28.97231007,17.37029689,53.28063125,49.99996875,40.83332292,-50.00003125,-0.362499874,0.740740741,0.73801073,-0.729922177
2017/8/7,20.4,20.450001,20.200001,20.25,17.909388,5824000,-752487.7218,-31744000,0.056314036,0,-8.90E-10,-2201.30719,990.4263597,0.270749543,21.54381118,19.78118832,20.66249975,0,0,20.28833343,20.49833333,20.07833353,0,0,21.299999,20,0,0,-0.110000909,-0.07036327,-0.039637639,20.38892516,20.49892607,20,20,20,0.971428547,1.028571167,0.05714262,-0.039998049,24.94346697,-61.55374636,0.13749925,-3.860036789,15.67000129,-19.53003808,20.43749975,20.675,20.3500005,20.3500005,24,76,-52,41.91238472,31.07162156,15.90268904,53.76372338,50,44.16665625,-50,-0.281617235,-0.735294118,-0.73801073,-1.459849219
2017/8/8,20.299999,20.299999,20.049999,20.049999,17.732506,10385000,-13879446.59,-42129000,-0.128268697,-1715354.901,-9.54E-10,-145391.9435,990.4263597,0.269267433,21.46814946,19.73185004,20.59999975,0,0,20.22166667,20.44166657,20.00166677,0,0,21.299999,20,0,0,-0.127350392,-0.081762209,-0.045588183,20.33671725,20.46406765,20,20,20,0.943661095,0.985915485,0.04225439,-0.050399769,24.98306022,-79.95560027,0.19999925,-9.54258931,10.50346283,-20.04605214,20.35000025,20.675,20.3500005,20.3500005,20,72,-52,35.04258465,31.85717199,14.11209683,50.27155092,34.61530769,44.87175881,-65.38469231,-0.262058582,-0.987659259,-0.992568968,-2.433090143
